,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,139.028333426,1.47733330727,-0.603750200068,-0.393450530304,18,0.9,600,"{'n_estimators': 600, 'max_features': 0.9, 'max_depth': 18}",22,-0.607627675305,-0.396977981101,-0.612451834633,-0.399909787921,-0.591169494398,-0.383463821892,0.530069392906,0.0534249852489,0.00911068098921,0.00716238468192
1,99.1433333556,0.981999953588,-0.561149400728,-0.300817998449,21,0.9,400,"{'n_estimators': 400, 'max_features': 0.9, 'max_depth': 21}",10,-0.564973673243,-0.305231243018,-0.571045289758,-0.305428244321,-0.54742753782,-0.291794508007,0.270585020645,0.0269938660708,0.010013763233,0.00638107813229
2,75.6803333759,1.43566656113,-0.767455289014,-0.673235638457,12,0.6,600,"{'n_estimators': 600, 'max_features': 0.6, 'max_depth': 12}",36,-0.766974691593,-0.669176171511,-0.773052607385,-0.679550384464,-0.762338118479,-0.670980359394,0.0996136538816,0.0541992678342,0.00438724911689,0.00452554131839
3,33.2393333117,0.515333414078,-0.552222573716,-0.287040888273,21,0.6,200,"{'n_estimators': 200, 'max_features': 0.6, 'max_depth': 21}",5,-0.557130738018,-0.290851533189,-0.559893307636,-0.289873904058,-0.539641979697,-0.280397227573,0.300471039189,0.00946336564749,0.0089663922633,0.00471470114337
4,29.6190000375,0.541333357493,-0.772842775805,-0.678190551218,12,0.7,200,"{'n_estimators': 200, 'max_features': 0.7, 'max_depth': 12}",37,-0.770655547755,-0.672356285166,-0.779415906986,-0.685853718189,-0.768456659459,-0.676361650301,0.0486414826479,0.00895666079041,0.00473380168317,0.00566002552871
5,59.082666556,1.02933335304,-0.773395739868,-0.680865176069,12,0.7,400,"{'n_estimators': 400, 'max_features': 0.7, 'max_depth': 12}",38,-0.775790203573,-0.680467941273,-0.776719950722,-0.684142065499,-0.767676278543,-0.677985521434,0.309258566996,0.0143836731036,0.00406175069327,0.00252904531649
6,44.0746667385,0.528333266576,-0.561787514326,-0.294643528836,21,0.8,200,"{'n_estimators': 200, 'max_features': 0.8, 'max_depth': 21}",12,-0.564511886739,-0.299029587068,-0.57206155429,-0.296841478279,-0.54878757724,-0.288059521161,0.134937851135,0.00205483623213,0.0096946858164,0.00474052196969
7,119.201666673,1.87399999301,-0.775207743464,-0.681953313665,12,0.7,800,"{'n_estimators': 800, 'max_features': 0.7, 'max_depth': 12}",39,-0.775790985791,-0.680006247876,-0.781438001402,-0.689013026203,-0.768393525904,-0.676840666916,0.841293506866,0.0668730348293,0.00534120389331,0.00515654157641
8,34.460666577,0.498999993006,-0.779801468254,-0.687816708601,12,0.8,200,"{'n_estimators': 200, 'max_features': 0.8, 'max_depth': 12}",42,-0.787605026172,-0.694587191913,-0.784245601495,-0.692811658749,-0.767551832637,-0.676051275141,0.191385015313,0.00616445711449,0.0087690889678,0.008350935991
9,99.8116667271,1.45900003115,-0.548043489592,-0.284523845294,21,0.6,600,"{'n_estimators': 600, 'max_features': 0.6, 'max_depth': 21}",1,-0.552094167562,-0.283402328478,-0.552677177199,-0.289309787952,-0.539357889043,-0.280859419451,1.05998687374,0.102531364592,0.00614581119561,0.00353982409443
10,99.7949999968,1.33299994469,-0.777805787267,-0.68598796003,12,0.8,600,"{'n_estimators': 600, 'max_features': 0.8, 'max_depth': 12}",40,-0.780793221708,-0.686317796967,-0.784575739642,-0.693778917642,-0.76804716453,-0.677867165481,0.0774767834581,0.008485340717,0.00707058151247,0.00650013120434
11,133.186333338,1.85300008456,-0.778781524745,-0.687130286995,12,0.8,800,"{'n_estimators': 800, 'max_features': 0.8, 'max_depth': 12}",41,-0.779789858345,-0.685423421453,-0.78644225569,-0.695451838309,-0.770111521741,-0.680515601221,0.384571009597,0.021354194197,0.00670485637879,0.00621599212096
12,174.958666801,1.9116666317,-0.555430411691,-0.294418873606,21,0.8,800,"{'n_estimators': 800, 'max_features': 0.8, 'max_depth': 21}",7,-0.558578657157,-0.296384325592,-0.562805065728,-0.299220600232,-0.544906186436,-0.287651694993,0.608504355063,0.0307282169036,0.00763864102617,0.00492322003317
13,75.6156666279,1.00400002797,-0.784035932016,-0.693378885674,12,0.9,400,"{'n_estimators': 400, 'max_features': 0.9, 'max_depth': 12}",43,-0.78441519778,-0.692954035404,-0.792385378156,-0.70136690998,-0.775306336872,-0.685815711638,0.720700843731,0.0141656357038,0.00697747684596,0.00635585377333
14,112.578999996,1.38966671626,-0.787079738619,-0.697017477361,12,0.9,600,"{'n_estimators': 600, 'max_features': 0.9, 'max_depth': 12}",45,-0.790624021572,-0.698968417442,-0.796346403262,-0.706244187785,-0.774267204984,-0.685839826856,0.227292866339,0.0591063644437,0.00935555687993,0.00844350289218
15,149.842000008,1.84866666794,-0.785363942588,-0.695543886357,12,0.9,800,"{'n_estimators': 800, 'max_features': 0.9, 'max_depth': 12}",44,-0.78962176767,-0.698309463273,-0.792519325159,-0.702698527688,-0.773949215247,-0.68562366811,0.846268574101,0.062184442159,0.00815707664467,0.00723989038432
16,28.6876665751,0.542333364487,-0.662513984955,-0.506032639126,15,0.6,200,"{'n_estimators': 200, 'max_features': 0.6, 'max_depth': 15}",26,-0.669080152743,-0.508616159101,-0.665895984658,-0.510163582494,-0.652564215995,-0.499318175783,0.107338567689,0.0122837640051,0.00715413551807,0.00478968636943
17,57.0796667735,1.02466662725,-0.661517413118,-0.50556655839,15,0.6,400,"{'n_estimators': 400, 'max_features': 0.6, 'max_depth': 15}",25,-0.663336976473,-0.503026672798,-0.666767689237,-0.511067790564,-0.6544467116,-0.502605211808,0.432648660905,0.0151730827482,0.00519186875071,0.00389376201279
18,85.1136666139,1.43366678556,-0.661438578572,-0.50641622147,15,0.6,600,"{'n_estimators': 600, 'max_features': 0.6, 'max_depth': 15}",24,-0.664732920525,-0.505781013369,-0.666200734172,-0.511813121967,-0.653380980278,-0.501654529075,0.222832201945,0.0791974307736,0.00572859674542,0.00417148010378
19,130.786666632,1.88533337911,-0.549026723219,-0.285832600214,21,0.6,800,"{'n_estimators': 800, 'max_features': 0.6, 'max_depth': 21}",2,-0.553139454133,-0.288260611464,-0.554766256916,-0.289242189395,-0.539173104361,-0.279994999782,0.707993137204,0.0712850005948,0.00699863874039,0.00414721255059
20,33.4016666412,0.535000006358,-0.668389328114,-0.511943860642,15,0.7,200,"{'n_estimators': 200, 'max_features': 0.7, 'max_depth': 15}",28,-0.672196347953,-0.513340103521,-0.6743766986,-0.51458668773,-0.6585936188,-0.507904790675,0.268209324001,0.0141656581445,0.00698307542885,0.0029010409275
21,39.0763332844,0.563000043233,-0.556005381522,-0.28939816962,21,0.7,200,"{'n_estimators': 200, 'max_features': 0.7, 'max_depth': 21}",8,-0.561172598029,-0.294147439915,-0.563509006112,-0.293825037164,-0.54333281059,-0.28022203178,0.108149011642,0.0518909912955,0.00901083753851,0.00648984412351
22,99.5676666101,1.51300001144,-0.66715176332,-0.513294237707,15,0.7,600,"{'n_estimators': 600, 'max_features': 0.7, 'max_depth': 15}",27,-0.672582870872,-0.515129485548,-0.67414475628,-0.520461448646,-0.654725931309,-0.504291778926,0.377520290592,0.0627588506286,0.00880886049384,0.00672758776439
23,153.292666674,1.80000011126,-0.550358658894,-0.289127170374,21,0.7,800,"{'n_estimators': 800, 'max_features': 0.7, 'max_depth': 21}",3,-0.554255718531,-0.291712341332,-0.556061600742,-0.292880313656,-0.540757348542,-0.282788856136,0.513683729124,0.018547186738,0.00682857510483,0.00450715803871
24,123.690000057,1.25633335114,-0.554863147677,-0.294426816036,21,0.8,600,"{'n_estimators': 600, 'max_features': 0.8, 'max_depth': 21}",6,-0.558454710272,-0.296630848022,-0.561450257182,-0.300182785329,-0.544683140218,-0.286466814758,5.49266339873,0.138413258476,0.00730098366484,0.00581235924145
25,68.0636666616,0.912666718165,-0.67247751207,-0.519148381265,15,0.8,400,"{'n_estimators': 400, 'max_features': 0.8, 'max_depth': 15}",31,-0.675985345806,-0.520454572343,-0.680975090543,-0.526951784921,-0.660470595474,-0.510038786531,0.380442188673,0.020757931053,0.00873054022105,0.00696620317397
26,101.304666678,1.22033341726,-0.670409385575,-0.517869057941,15,0.8,600,"{'n_estimators': 600, 'max_features': 0.8, 'max_depth': 15}",30,-0.674294555875,-0.519749472104,-0.678849779866,-0.525818391411,-0.658082248957,-0.508039310307,0.210998135532,0.0252234882041,0.00891216079799,0.00737906494962
27,135.980999867,1.56300004323,-0.669952524022,-0.517838344033,15,0.8,800,"{'n_estimators': 800, 'max_features': 0.8, 'max_depth': 15}",29,-0.672098288311,-0.517568641689,-0.67838485839,-0.526625205335,-0.659373191476,-0.509321185076,0.255915313226,0.0339804027403,0.00790823280541,0.00706691039481
28,38.5256667137,0.562666654587,-0.678839806542,-0.525668359325,15,0.9,200,"{'n_estimators': 200, 'max_features': 0.9, 'max_depth': 15}",35,-0.682649684948,-0.527550264843,-0.686599800204,-0.530636333739,-0.667268443032,-0.518818479392,0.158417974129,0.0174419150955,0.008339015785,0.00500477083243
29,76.6283332507,0.895000139872,-0.676267482023,-0.52352068704,15,0.9,400,"{'n_estimators': 400, 'max_features': 0.9, 'max_depth': 15}",33,-0.681557871707,-0.52725595476,-0.686767618822,-0.532189876505,-0.660474911232,-0.511116229854,0.368348049806,0.00816486068878,0.0113669831573,0.0089995857125
30,114.484000047,1.23733329773,-0.678034777679,-0.526168007838,15,0.9,600,"{'n_estimators': 600, 'max_features': 0.9, 'max_depth': 15}",34,-0.684059176817,-0.531106496586,-0.685496077566,-0.532536297955,-0.664547186674,-0.514861228972,0.349749366156,0.0336286220436,0.00955449932196,0.00801637986554
31,152.384333372,1.6173333327,-0.675891325702,-0.524760543094,15,0.9,800,"{'n_estimators': 800, 'max_features': 0.9, 'max_depth': 15}",32,-0.679775812536,-0.528514564868,-0.685997964144,-0.533120954722,-0.661898466948,-0.512646109691,0.745461952331,0.0662034468996,0.0102146292488,0.00877018925593
32,28.3503333728,0.554999907811,-0.594129314397,-0.378166688871,18,0.6,200,"{'n_estimators': 200, 'max_features': 0.6, 'max_depth': 18}",16,-0.597296301748,-0.378606915183,-0.601004959371,-0.382819872775,-0.584085401077,-0.373073278655,0.0662335699473,0.0229056988175,0.00726121404365,0.00399118809687
33,56.0933334033,0.871333360672,-0.592165380955,-0.377364850134,18,0.6,400,"{'n_estimators': 400, 'max_features': 0.6, 'max_depth': 18}",14,-0.596642122949,-0.37942968709,-0.59853299014,-0.381419337083,-0.581319544022,-0.37124552623,0.203954882457,0.0105303179704,0.00770736404315,0.00440259548863
