,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,1275.5006667,13.045333306,-0.470933890958,-0.301430563443,0.9,4,21,10,2400,"{'n_estimators': 2400, 'gamma': 4, 'colsample_bytree': 0.9, 'max_depth': 21, 'min_child_weight': 10}",18,-0.473284838137,-0.301148614256,-0.477161085643,-0.298626262796,-0.462354689251,-0.304516813276,14.5991771607,0.303238502964,0.0062689979859,0.00241305722378
11,638.092666626,11.0893333753,-0.483500190025,-0.363900744911,0.8,4,9,12,2400,"{'n_estimators': 2400, 'gamma': 4, 'colsample_bytree': 0.8, 'max_depth': 9, 'min_child_weight': 12}",30,-0.485815318984,-0.363364429671,-0.488619387832,-0.360894466708,-0.476064917812,-0.367443338352,6.72524432555,0.055138204395,0.0053803482023,0.00270032781705
12,761.354333401,13.788333257,-0.45880130798,-0.224625299293,0.8,2,21,12,1600,"{'n_estimators': 1600, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 21, 'min_child_weight': 12}",13,-0.462471755877,-0.223867090013,-0.464795604761,-0.222217040183,-0.449135270131,-0.227791767682,32.852071688,0.123898723809,0.00689995932441,0.00233816989064
13,792.32466658,12.9393332799,-0.480079486827,-0.354146415566,0.8,4,9,12,3000,"{'n_estimators': 3000, 'gamma': 4, 'colsample_bytree': 0.8, 'max_depth': 9, 'min_child_weight': 12}",27,-0.482298557927,-0.353463959246,-0.485562249392,-0.351550303099,-0.472376691088,-0.357424984354,5.61413243006,0.0599018101956,0.005606922755,0.00244639597961
14,1241.40733337,19.388999939,-0.455736976881,-0.201886680776,0.9,2,15,12,3000,"{'n_estimators': 3000, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 15, 'min_child_weight': 12}",7,-0.459316934044,-0.201380019042,-0.46252060504,-0.199914356322,-0.445372039391,-0.204365666963,20.3850364787,0.193568178935,0.00744438175227,0.00185221870374
15,1316.66400003,21.6133333047,-0.453566156147,-0.194358395076,0.8,2,15,10,3400,"{'n_estimators': 3400, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 10}",3,-0.457215874414,-0.193805279057,-0.460830993742,-0.192454656821,-0.442650187922,-0.19681524935,23.1891058069,0.173294114687,0.00785804064714,0.0018226619362
16,1228.60899997,20.7013332844,-0.455261361808,-0.206365788265,0.9,2,12,10,3400,"{'n_estimators': 3400, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 12, 'min_child_weight': 10}",5,-0.458290131278,-0.205590717999,-0.462323634966,-0.204290179982,-0.445169046894,-0.209216466812,17.7156122172,0.080101381677,0.00732336398409,0.0020844864947
17,613.417333364,11.8666666349,-0.45999318238,-0.235135206729,0.9,2,12,5,1600,"{'n_estimators': 1600, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 12, 'min_child_weight': 5}",15,-0.463086568649,-0.234242681959,-0.466642068324,-0.233008495358,-0.450249665438,-0.238154442871,2.60562790209,0.0595669575985,0.00704046796956,0.00219357308228
18,530.362666607,11.0146665573,-0.46384545584,-0.270665415226,0.8,2,12,12,1600,"{'n_estimators': 1600, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 12, 'min_child_weight': 12}",16,-0.466373879764,-0.270139786256,-0.469922827459,-0.267905609775,-0.455238580564,-0.273950849648,5.21798324283,0.103093338956,0.00625564044774,0.00249578920616
19,1098.79633331,18.2386666139,-0.455343451772,-0.199859260206,0.8,2,21,12,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 21, 'min_child_weight': 12}",6,-0.459393350549,-0.199284430362,-0.461971354552,-0.197854379839,-0.444664222005,-0.202438970416,3.16721391272,0.782478719316,0.00762380604225,0.00191527886571
20,675.911333323,9.10366670291,-0.480732939496,-0.341305097891,0.9,4,15,12,1600,"{'n_estimators': 1600, 'gamma': 4, 'colsample_bytree': 0.9, 'max_depth': 15, 'min_child_weight': 12}",28,-0.483122805574,-0.34048289204,-0.48589477726,-0.338078385496,-0.473180271575,-0.345354016136,2.63334826706,0.090274968313,0.00545874968461,0.00302662817287
21,634.821333408,9.27733325958,-0.480792952696,-0.346203259198,0.8,4,15,12,1600,"{'n_estimators': 1600, 'gamma': 4, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 12}",29,-0.483481365183,-0.345500924759,-0.485605538878,-0.343223569091,-0.473290965917,-0.349885283745,21.3602049848,0.13921768731,0.0053747433036,0.00276460555134
22,1160.08666666,13.8686666489,-0.471533047941,-0.310623012337,0.9,4,12,5,3000,"{'n_estimators': 3000, 'gamma': 4, 'colsample_bytree': 0.9, 'max_depth': 12, 'min_child_weight': 5}",19,-0.473764974104,-0.309540572444,-0.478060178438,-0.308368075959,-0.462772925437,-0.313960388609,8.80232997655,0.0547376692816,0.00643733162025,0.00240793788478
23,1225.29999995,17.6936666965,-0.453195014936,-0.177193193388,0.9,2,18,5,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 18, 'min_child_weight': 5}",2,-0.456236628585,-0.176455794133,-0.461135163479,-0.175592392659,-0.442211892834,-0.179531393371,5.01551314487,0.219065174213,0.00801905114616,0.00169051272266
24,1140.41466673,14.9003333251,-0.472174952385,-0.322285175912,0.8,4,12,10,3400,"{'n_estimators': 3400, 'gamma': 4, 'colsample_bytree': 0.8, 'max_depth': 12, 'min_child_weight': 10}",22,-0.474514585433,-0.321549859827,-0.478043201652,-0.319759098035,-0.463966047232,-0.325546569875,20.2195204816,0.0327244695105,0.00598025508823,0.00241925951247
25,860.905000051,15.6566666762,-0.458514695691,-0.233280913454,0.9,2,12,12,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 12, 'min_child_weight': 12}",12,-0.461188457951,-0.232679633229,-0.46502010043,-0.230812623779,-0.449334379262,-0.236350483355,1.97210611075,0.116259352926,0.00667682625028,0.00230045294122
26,934.73999993,10.2146666845,-0.473506551739,-0.301625333202,0.9,4,21,5,1600,"{'n_estimators': 1600, 'gamma': 4, 'colsample_bytree': 0.9, 'max_depth': 21, 'min_child_weight': 5}",23,-0.476071136577,-0.30081660881,-0.479325000275,-0.299175334097,-0.465122456726,-0.304884056697,15.3400163857,0.125966522513,0.00607503936133,0.00239970898055
27,1121.22199996,12.788333416,-0.472049059097,-0.313171706854,0.8,4,21,12,2400,"{'n_estimators': 2400, 'gamma': 4, 'colsample_bytree': 0.8, 'max_depth': 21, 'min_child_weight': 12}",21,-0.47506479953,-0.312581897819,-0.477723821397,-0.310514946621,-0.463357421158,-0.316418276123,5.9639021866,0.0907794575821,0.00624061279787,0.00244584420649
28,1743.30233335,15.5080000559,-0.466249684584,-0.277223964471,0.9,4,21,5,3000,"{'n_estimators': 3000, 'gamma': 4, 'colsample_bytree': 0.9, 'max_depth': 21, 'min_child_weight': 5}",17,-0.468736650428,-0.276145804713,-0.472735622128,-0.27516843707,-0.457275669881,-0.280357651631,11.8684295567,0.117787984802,0.00655179659033,0.00225148962378
29,677.116666635,12.0309999784,-0.459930958931,-0.233994454965,0.9,2,15,10,1600,"{'n_estimators': 1600, 'gamma': 2, 'colsample_bytree': 0.9, 'max_depth': 15, 'min_child_weight': 10}",14,-0.462969864598,-0.233299093631,-0.466350026193,-0.231604033056,-0.450471774125,-0.23708023821,2.00701175673,0.0790486362129,0.00682904992838,0.00228908296939
