,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,86.3106666406,1.46466676394,-0.64490475415,-0.445336640261,18,0.9,600,"{'n_estimators': 600, 'max_features': 0.9, 'max_depth': 18}",16,-0.648877972897,-0.442867912356,-0.644865072878,-0.446455391259,-0.640970449922,-0.44668661717,0.91911919825,0.00834001860447,0.00322835465895,0.00174820469056
1,58.878000021,1.07499996821,-0.583382972658,-0.319715438945,21,0.9,400,"{'n_estimators': 400, 'max_features': 0.9, 'max_depth': 21}",3,-0.585691500525,-0.315371515935,-0.584030642558,-0.321070815235,-0.580426264347,-0.322703985665,0.4400689832,0.0763718685959,0.00219776934835,0.00314314722859
2,54.8126666546,1.34033330282,-0.854230196074,-0.783185884299,12,0.6,600,"{'n_estimators': 600, 'max_features': 0.6, 'max_depth': 12}",45,-0.859169934284,-0.783235571513,-0.852956925897,-0.78367235738,-0.85056289346,-0.782649724003,0.610799600431,0.00612830306998,0.00362732228776,0.000418964096072
3,20.2419999441,0.605666637421,-0.5902945124,-0.324511872017,21,0.6,200,"{'n_estimators': 200, 'max_features': 0.6, 'max_depth': 21}",11,-0.595806652664,-0.323279180573,-0.589779942642,-0.326701845081,-0.585295922721,-0.323554590396,0.140762184095,0.0726008525747,0.004306386517,0.00155262125885
4,21.1433333556,0.531999985377,-0.848210417642,-0.77770106291,12,0.7,200,"{'n_estimators': 200, 'max_features': 0.7, 'max_depth': 12}",43,-0.849096826012,-0.773087763462,-0.850843394158,-0.783130369314,-0.844690605506,-0.776885055955,0.180474123748,0.00535422790036,0.00258883741498,0.00414028047259
5,42.5370000998,1.02066659927,-0.84817062073,-0.77718321636,12,0.7,400,"{'n_estimators': 400, 'max_features': 0.7, 'max_depth': 12}",42,-0.850309383675,-0.774086839821,-0.845858940555,-0.776263153516,-0.848343347321,-0.781199655743,0.664250506873,0.0146135631885,0.00182102968079,0.00297578273336
6,26.8606666724,0.645666599274,-0.587189483614,-0.325358396328,21,0.8,200,"{'n_estimators': 200, 'max_features': 0.8, 'max_depth': 21}",8,-0.591908483995,-0.322429125667,-0.588065675009,-0.327485080929,-0.581593291626,-0.326160982389,0.332728434879,0.0012473198921,0.00425649164391,0.00214068200865
7,83.826666673,1.86300007502,-0.849054344467,-0.778317869312,12,0.7,800,"{'n_estimators': 800, 'max_features': 0.7, 'max_depth': 12}",44,-0.852314496997,-0.777244516526,-0.846961665197,-0.77794093721,-0.847886441841,-0.779768154199,0.0899826498898,0.0599555041733,0.00233615039,0.00106418830811
8,23.5203332901,0.527333339055,-0.841520750211,-0.769821428771,12,0.8,200,"{'n_estimators': 200, 'max_features': 0.8, 'max_depth': 12}",39,-0.839687246022,-0.763166646818,-0.842499395537,-0.773052608981,-0.842375869776,-0.773245030515,0.494891520375,0.0122836906807,0.00129755781149,0.00470629710374
9,61.4753333728,1.53500000636,-0.591070467273,-0.328874552639,21,0.6,600,"{'n_estimators': 600, 'max_features': 0.6, 'max_depth': 21}",12,-0.594066904854,-0.326284986126,-0.591534640464,-0.331032708895,-0.587609230333,-0.329305962896,0.287291080422,0.0668781230638,0.00265668747669,0.00196210838628
