,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,91.1183334192,2.54266659419,-0.506947486822,-0.123278822181,45,0.3,1000,"{'n_estimators': 1000, 'max_features': 0.3, 'max_depth': 45}",19,-0.510239924029,-0.1228418911,-0.511263390861,-0.122796084299,-0.499338088479,-0.124198491144,0.827877668255,0.144190486025,0.00539646644039,0.000650572986584
1,142.002000014,1.66433334351,-0.510216979855,-0.121774777945,45,0.6,800,"{'n_estimators': 800, 'max_features': 0.6, 'max_depth': 45}",28,-0.507984941244,-0.12116143478,-0.518842318202,-0.121483938649,-0.503823276582,-0.122678960406,4.41184446954,0.184684200462,0.00633125629218,0.000652769294884
2,73.744999965,1.72833331426,-0.506644946384,-0.138515791199,33,0.3,900,"{'n_estimators': 900, 'max_features': 0.3, 'max_depth': 33}",15,-0.511378438655,-0.137547643521,-0.508332275595,-0.138479846287,-0.500223043219,-0.139519883788,0.238020975273,0.0363348571563,0.00470786727671,0.000805564789443
3,141.799333334,2.0086666743,-0.505871573457,-0.131777356547,36,0.5,1000,"{'n_estimators': 1000, 'max_features': 0.5, 'max_depth': 36}",11,-0.504734330377,-0.131374999284,-0.514117308465,-0.131604316444,-0.498762502471,-0.132352753913,0.357403813846,0.0833681129664,0.00631979912229,0.000417499051159
4,121.488666693,1.71299997965,-0.50727492444,-0.12192116021,45,0.5,850,"{'n_estimators': 850, 'max_features': 0.5, 'max_depth': 45}",22,-0.508331171079,-0.121347866212,-0.510628066304,-0.121464654637,-0.502865005909,-0.12295095978,0.442878697327,0.00454613314995,0.00325601091481,0.000729737510163
5,101.316333294,1.83233332634,-0.506878758607,-0.12216582825,45,0.4,900,"{'n_estimators': 900, 'max_features': 0.4, 'max_depth': 45}",18,-0.50624575404,-0.121669395605,-0.513603951511,-0.121692053587,-0.500786040869,-0.123136035558,0.49491443467,0.106057570846,0.00525187468779,0.000686102524526
6,66.0106666883,1.58699997266,-0.504367075693,-0.127211313965,39,0.3,800,"{'n_estimators': 800, 'max_features': 0.3, 'max_depth': 39}",4,-0.509986912394,-0.126677760998,-0.50760200926,-0.126656037676,-0.495510901758,-0.128300143222,0.230839579728,0.00432058532949,0.00633705067465,0.000769969626454
7,99.7116666635,1.7423333327,-0.503746703998,-0.139107112459,33,0.4,900,"{'n_estimators': 900, 'max_features': 0.4, 'max_depth': 33}",3,-0.506458980847,-0.138626080906,-0.506214721233,-0.139108790782,-0.498565644538,-0.13958646569,0.204955772185,0.073395403883,0.00366465288713,0.000392077242548
8,142.098333279,1.94299991926,-0.505477770777,-0.126837171782,39,0.5,1000,"{'n_estimators': 1000, 'max_features': 0.5, 'max_depth': 39}",10,-0.508032163879,-0.126121398204,-0.510507853884,-0.126616874674,-0.497892311357,-0.127773242468,0.291486145643,0.0920543816072,0.00545774398452,0.000692120163142
9,128.173333248,1.78666671117,-0.505346613742,-0.123757807365,42,0.5,900,"{'n_estimators': 900, 'max_features': 0.5, 'max_depth': 42}",9,-0.507229862419,-0.123129369806,-0.510886206734,-0.123516057476,-0.497922869621,-0.124627994815,0.590784979709,0.0700681479291,0.00545712661982,0.000635243515651
10,112.045333306,1.5519999663,-0.50641883818,-0.140122125824,33,0.5,800,"{'n_estimators': 800, 'max_features': 0.5, 'max_depth': 33}",13,-0.510907019422,-0.139861149862,-0.509429676392,-0.140125278544,-0.498918656274,-0.140379949066,0.142581643846,0.0637546798285,0.00533723227048,0.000211810619992
11,119.015999953,1.6653333505,-0.507716915102,-0.140269504682,33,0.5,850,"{'n_estimators': 850, 'max_features': 0.5, 'max_depth': 33}",23,-0.508392798661,-0.140071072444,-0.510844362842,-0.140314244298,-0.503913149434,-0.140423197304,0.353681586979,0.0755263345838,0.00286967028047,0.000147194212416
12,78.4993332227,1.82200010618,-0.506215556102,-0.127014254004,39,0.3,950,"{'n_estimators': 950, 'max_features': 0.3, 'max_depth': 39}",12,-0.50768566663,-0.126314229797,-0.510787329762,-0.12658530702,-0.500172943444,-0.128143225195,0.17173881328,0.0595371249874,0.00445616337835,0.000805937415956
13,135.322666645,1.88366659482,-0.503394703492,-0.126769559613,39,0.5,950,"{'n_estimators': 950, 'max_features': 0.5, 'max_depth': 39}",1,-0.503300729125,-0.12637019006,-0.507732020047,-0.126493090344,-0.499150958922,-0.127445398434,0.0808964307071,0.0705281355608,0.00350374887962,0.000480516877445
14,107.178999901,1.96233344078,-0.508312326052,-0.123866050353,42,0.4,950,"{'n_estimators': 950, 'max_features': 0.4, 'max_depth': 42}",24,-0.511511664246,-0.123315168296,-0.511838297369,-0.123400603564,-0.501586054105,-0.124882379198,0.116252622207,0.0075865012181,0.00475771578459,0.000719498917318
15,70.5393333435,1.62533338865,-0.507217477636,-0.124753820453,42,0.3,850,"{'n_estimators': 850, 'max_features': 0.3, 'max_depth': 42}",21,-0.507948539574,-0.124334312665,-0.515041580665,-0.124538903307,-0.498661412143,-0.125388245386,0.217602493865,0.0846260245541,0.00670696776658,0.000456315372905
16,161.455666701,1.86400000254,-0.510601619201,-0.127299804236,39,0.6,950,"{'n_estimators': 950, 'max_features': 0.6, 'max_depth': 39}",29,-0.509541796946,-0.126871239847,-0.521347737954,-0.12708382254,-0.500914486156,-0.127944350322,0.365441538324,0.0613894450274,0.00837523826051,0.000463952291291
17,113.006333351,2.0240000089,-0.505110788085,-0.122247874224,45,0.4,1000,"{'n_estimators': 1000, 'max_features': 0.4, 'max_depth': 45}",8,-0.505637801676,-0.121576117638,-0.509812389876,-0.121914550663,-0.499881614553,-0.123252954371,0.139915147023,0.0365786774151,0.0040712174285,0.00072400451404
18,158.567333221,2.03600009282,-0.508666409348,-0.141143767414,33,0.6,950,"{'n_estimators': 950, 'max_features': 0.6, 'max_depth': 33}",25,-0.509859694474,-0.141240026107,-0.516087455854,-0.140946465577,-0.500051126627,-0.141244810558,0.829783206806,0.0542646957393,0.00660080545658,0.000139527139477
19,101.059000015,1.69333322843,-0.503639604235,-0.123876285858,42,0.4,900,"{'n_estimators': 900, 'max_features': 0.4, 'max_depth': 42}",2,-0.506894494446,-0.123247484448,-0.506547331979,-0.123500747389,-0.497476073024,-0.124880625738,0.188108099664,0.038792901926,0.00436026190248,0.000717662629218
20,144.106999954,1.66899998983,-0.51097606085,-0.127117062389,39,0.6,850,"{'n_estimators': 850, 'max_features': 0.6, 'max_depth': 39}",30,-0.51069678276,-0.126660630943,-0.518376764127,-0.126856504509,-0.50385397215,-0.127834051716,0.848020076373,0.0596712855819,0.00593204972415,0.000513255546741
21,152.172666709,1.77966666222,-0.506989167646,-0.132622582444,36,0.6,900,"{'n_estimators': 900, 'max_features': 0.6, 'max_depth': 36}",20,-0.508195234916,-0.132507500275,-0.513799590287,-0.132383715881,-0.498971783382,-0.132976531175,0.517402130989,0.0608075220158,0.00611306833841,0.000255330403623
22,73.7039999962,1.79133335749,-0.505030284411,-0.13101162711,36,0.3,900,"{'n_estimators': 900, 'max_features': 0.3, 'max_depth': 36}",7,-0.503212461813,-0.130604258021,-0.510895917947,-0.13070435786,-0.500982257222,-0.131726265449,0.0744356683249,0.0400361474263,0.00424638636156,0.000506975319132
23,153.327999989,1.84866666794,-0.509988325221,-0.123884025394,42,0.6,900,"{'n_estimators': 900, 'max_features': 0.6, 'max_depth': 42}",27,-0.510944956189,-0.123354475939,-0.516275981779,-0.123504349632,-0.502743242416,-0.12479325061,0.79628756237,0.0127628332812,0.00556584799088,0.000645824228684
24,112.271333297,1.89333335559,-0.504525860631,-0.126592316635,39,0.4,1000,"{'n_estimators': 1000, 'max_features': 0.4, 'max_depth': 39}",6,-0.504379289107,-0.126064303446,-0.51294043528,-0.126394836649,-0.496257069936,-0.127317809811,0.244323924062,0.0926869867628,0.00681157890652,0.000530451575354
25,127.855333328,1.74966653188,-0.508909589868,-0.126795251094,39,0.5,900,"{'n_estimators': 900, 'max_features': 0.5, 'max_depth': 39}",26,-0.50919742844,-0.126295647845,-0.514178083449,-0.126271116273,-0.503352690979,-0.127818989164,0.414202298542,0.0717882758912,0.00442402587235,0.000723961406445
26,94.8320001761,1.69433323542,-0.506714511181,-0.13119388537,36,0.4,850,"{'n_estimators': 850, 'max_features': 0.4, 'max_depth': 36}",17,-0.508721221792,-0.13089764107,-0.51193230936,-0.130739158699,-0.4994891072,-0.13194485634,0.104041637626,0.0263987066629,0.00527428024402,0.000534943744257
27,100.403000037,1.69233338038,-0.504519235502,-0.131159620652,36,0.4,900,"{'n_estimators': 900, 'max_features': 0.4, 'max_depth': 36}",5,-0.509551995141,-0.130663671252,-0.507914495442,-0.131007440635,-0.496089910571,-0.13180775007,0.142297760748,0.0122837532219,0.00599737566879,0.000479303768445
28,70.4950000445,1.68333331744,-0.506676531393,-0.123221875368,45,0.3,850,"{'n_estimators': 850, 'max_features': 0.3, 'max_depth': 45}",16,-0.50969787534,-0.122649634762,-0.511491941891,-0.122793615493,-0.49883872399,-0.124222375849,0.102920653239,0.0528288762632,0.00558995679391,0.000709898359735
29,90.0383333365,1.61366669337,-0.506610256015,-0.123892555668,42,0.4,800,"{'n_estimators': 800, 'max_features': 0.4, 'max_depth': 42}",14,-0.505714373942,-0.12342564743,-0.511685938022,-0.123580260114,-0.502430137625,-0.124671759461,0.0867191230945,0.0114406494178,0.0038313150829,0.000554584038153
