,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,21.6816666126,0.535333315531,-1.13908310602,-1.12803776323,6,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.8, 'min_samples_leaf': 10}",25,-1.133988265,-1.12382919531,-1.13811740744,-1.13174363116,-1.1451447274,-1.12854046323,0.0457115598762,0.0118977271253,0.00460551070823,0.00325054909838
11,38.2203333378,0.576333363851,-0.687169558265,-0.569407054268,15,0.8,1,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 1}",2,-0.692986393906,-0.572171054146,-0.69476960735,-0.576769436091,-0.673750808359,-0.559280672567,0.119605886169,0.0622914270913,0.00951568867873,0.00740243130748
12,36.379000028,0.533666690191,-0.706658184502,-0.618426405491,15,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 10}",3,-0.712616453839,-0.61805950223,-0.710917356293,-0.62599526085,-0.696439174745,-0.611224453393,0.148636123143,0.0177450737364,0.00725862692973,0.00603573534537
13,24.7000000477,0.537333329519,-1.15780934208,-1.1455313998,6,0.9,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 1}",29,-1.15971601451,-1.14883247117,-1.15519404725,-1.14670035805,-1.1585178483,-1.14106137016,0.102765137324,0.00984318553246,0.00191289062943,0.00327844986513
14,37.0926667054,0.547666549683,-0.707641821719,-0.621708412948,15,0.8,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 5}",5,-0.712886011623,-0.622617980846,-0.712442267171,-0.628540781318,-0.697595703738,-0.613966476679,0.0639809073937,0.00776031909178,0.0071054713968,0.00598459546117
15,24.5393333435,0.544333378474,-1.15637639814,-1.14474953772,6,0.9,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 1}",27,-1.15344305613,-1.14293353069,-1.15413850484,-1.14616491114,-1.1615484194,-1.14515017134,0.297463022545,0.00939266747556,0.00366791067635,0.00134928014615
16,24.362000068,0.521999915441,-1.15144469643,-1.13973316908,6,0.9,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 5}",26,-1.15393991972,-1.14364025351,-1.15103494046,-1.14302212881,-1.14935878489,-1.13253712492,0.188070809712,0.00489891641347,0.00189255101177,0.00509462515402
17,1.57266664505,0.535666783651,-1.32892848763,-1.26596236452,12,1,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 1}",34,-1.34099162461,-1.27576106535,-1.31417444688,-1.25067245021,-1.33161848254,-1.27145357801,0.0146134924905,0.00825963707842,0.0111123125952,0.0109536819255
18,24.5906667709,0.525666634242,-1.15662384121,-1.14491301458,6,0.9,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 5}",28,-1.15848573525,-1.14829748476,-1.15943850976,-1.15141350951,-1.15194664454,-1.13502804948,0.0913466856982,0.0109645316578,0.00332983443399,0.00710454332896
19,33.6076667309,0.516999959946,-0.79604638646,-0.733972062534,12,0.8,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 1}",12,-0.796100421194,-0.7314340499,-0.802575000909,-0.741509641483,-0.789463093688,-0.728972496219,0.17266605356,0.0106144648961,0.0053529203225,0.00542378305464
20,1.46599992116,0.539666652679,-1.50336281247,-1.48417843851,9,1,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 10}",41,-1.50469032322,-1.48397277008,-1.50011355701,-1.48058575196,-1.50528461481,-1.48797679349,0.00571535381529,0.0208539454819,0.00231034505719,0.00302088269378
21,31.6556666692,0.551333427429,-0.944111718235,-0.910391099573,9,0.9,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 0.9, 'min_samples_leaf': 5}",21,-0.947514328167,-0.91424134701,-0.942063031668,-0.91045368348,-0.942757333609,-0.906478268229,0.0309012828574,0.00573485586976,0.00242282022211,0.00316957258922
22,24.7503333092,0.521333376567,-1.16112769335,-1.14958879767,6,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 10}",30,-1.15916976096,-1.14858289942,-1.15896986228,-1.152150071,-1.16524404579,-1.14803342258,0.151812097434,0.0111454313309,0.00291163300729,0.00182493324684
23,40.9000000159,0.546333312988,-0.707687347821,-0.618999299151,15,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.9, 'min_samples_leaf': 10}",6,-0.710836902094,-0.617630625538,-0.71662157013,-0.630494237557,-0.695602093995,-0.608873034358,0.0682689991964,0.0149739959523,0.00886529150137,0.00887971686996
24,31.4950000445,0.515000025431,-0.942559278787,-0.912723764819,9,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 9, 'max_features': 0.9, 'min_samples_leaf': 10}",20,-0.945994840053,-0.915880888325,-0.942849039769,-0.916221557698,-0.938833262115,-0.906068848434,0.0823447215149,0.0234236809848,0.00293087251965,0.00470779127088
25,1.46866671244,0.572666565577,-1.48258660952,-1.46004243106,9,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 5}",39,-1.47808163586,-1.45410399506,-1.48275745422,-1.46007326466,-1.48692159565,-1.46595003344,0.00928554110656,0.0588463611065,0.00361091982822,0.0048361740623
26,1.28533331553,0.516000032425,-1.64978777057,-1.64076491569,6,1,1,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 1}",42,-1.65049261608,-1.64013292442,-1.64881164064,-1.64030769286,-1.65005901293,-1.64185412979,0.0501355149174,0.00668320867057,0.000712565853412,0.000773488425488
27,1.26533325513,0.533999999364,-1.65386251789,-1.64494006819,6,1,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 1}",43,-1.64572534146,-1.63519432101,-1.65690415228,-1.64801459935,-1.65895934316,-1.65161128421,0.00368181515329,0.00374159859514,0.00581511562998,0.00704597883431
28,37.0803333124,0.581333319346,-0.794907874732,-0.723498996634,12,0.9,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.9, 'min_samples_leaf': 5}",11,-0.802298030708,-0.72853588235,-0.797012322956,-0.726424246756,-0.785411633142,-0.715536860797,0.149573564981,0.0488899728617,0.00705261803696,0.00569569758906
29,33.3986666997,0.549000024796,-0.783351024987,-0.701380964805,12,0.8,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 1}",9,-0.784251282412,-0.699817005675,-0.790701514156,-0.708807578142,-0.775099390982,-0.695518310599,0.22935616391,0.0177199448281,0.0064011221544,0.0055368844477
30,1.25300002098,0.52933327357,-1.66123844745,-1.65265905694,6,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 5}",44,-1.65925704082,-1.65010673281,-1.66352816447,-1.65412851732,-1.6609302993,-1.6537419207,0.00432054854253,0.018372678476,0.00175728038431,0.0018116535887
31,1.56933339437,0.539333264033,-1.36238660201,-1.32224413864,12,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 5}",36,-1.3594126409,-1.31663174919,-1.36302936445,-1.32256092665,-1.36471831514,-1.32753974007,0.0147044073387,0.0246892800508,0.00221320316835,0.00445879895978
32,32.5449999968,0.537000020345,-0.79845432403,-0.739984905381,12,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 10}",15,-0.799808851011,-0.737398458096,-0.803179707761,-0.746796412342,-0.792373692367,-0.735759845706,0.117575453925,0.0188326656708,0.00451422451379,0.00486269698486
33,1.25966668129,0.542000055313,-1.66220048738,-1.65362267952,6,1,10,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 10}",45,-1.65891630023,-1.64938518121,-1.65981850116,-1.65133427008,-1.6678675287,-1.66014858727,0.00555774629549,0.0184572235303,0.00402380552412,0.0046826161339
34,36.9876666864,0.548666636149,-0.797768487021,-0.731665117449,12,0.9,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 0.9, 'min_samples_leaf': 5}",14,-0.802117184095,-0.734149504166,-0.802990662516,-0.737249553051,-0.78819626461,-0.72359629513,0.201686919447,0.0198717335408,0.00677747922864,0.00584419917437
35,37.7653333346,0.546000003815,-0.674946052525,-0.52138215973,15,0.8,1,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 1}",1,-0.678830667144,-0.523067406915,-0.684403908649,-0.530167674687,-0.661601911195,-0.510911397588,0.0380554911023,0.0143526897289,0.00970552382347,0.00795114647872
36,1.61799995104,0.528333346049,-1.28807995151,-1.24648982804,15,1,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 15, 'max_features': 1, 'min_samples_leaf': 10}",32,-1.2864439541,-1.24233518839,-1.28870298126,-1.24665383512,-1.28909317604,-1.25048046061,0.042926351715,0.0116141286907,0.00116782383582,0.00332731509748
37,1.46099996567,0.524666706721,-1.48844569193,-1.46537927444,9,1,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 5}",40,-1.48612836597,-1.46176778695,-1.47793105262,-1.45497542807,-1.50127912631,-1.47939460829,0.0100332161162,0.0196186243758,0.00967142230595,0.0102909741045
38,1.54266667366,0.528000036875,-1.32568626196,-1.24647380846,12,1,1,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 1}",33,-1.33578161952,-1.25439843188,-1.32909137608,-1.25003180276,-1.31218350207,-1.23499119073,0.0110854968876,0.0123558595644,0.00993021943584,0.00831283124178
39,33.0126667023,0.539999961853,-0.788710483395,-0.717618609659,12,0.8,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 5}",10,-0.792623583272,-0.719266145137,-0.795826154232,-0.725312477435,-0.777680263703,-0.708277206405,0.110327786451,0.0107082479951,0.0079078137728,0.00705151967713
40,27.9653333028,0.539000034332,-0.930565015147,-0.89605996932,9,0.8,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 5}",17,-0.928550287237,-0.893147622542,-0.930736698764,-0.899267168339,-0.932408433543,-0.895765117079,0.134288959823,0.0149665642985,0.00157975306995,0.00250697873623
41,1.56600006421,0.525333325068,-1.37102646299,-1.33979148458,12,1,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 10}",38,-1.37676674952,-1.34358163886,-1.37202229741,-1.34059818513,-1.36428913216,-1.33519462974,0.00408247901167,0.00895666079041,0.00514240527315,0.0034711722197
42,35.8133332729,0.588333368301,-0.715932674138,-0.636228686834,15,0.8,10,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 10}",8,-0.723120625644,-0.637893632576,-0.719220959593,-0.640591130421,-0.705454724203,-0.630201297505,0.179366253925,0.0573256681627,0.00757762643665,0.00440198366238
43,27.8936667442,0.525333245595,-0.934452823924,-0.904814007811,9,0.8,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 5}",18,-0.937397304263,-0.907438676027,-0.933211415247,-0.906083975451,-0.932749301569,-0.900919371956,0.103090075993,0.00169962791164,0.00209074210681,0.00280890782436
44,27.6543334325,0.554999987284,-0.937963555553,-0.907809063734,9,0.8,10,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 10}",19,-0.937739762267,-0.906429090913,-0.939695924993,-0.913004210727,-0.936454854809,-0.903993889562,0.0642408834406,0.00637702859761,0.00133256011637,0.0038056725746
